,text
13892,@kharaguchi マスコミが野党議員を甘やかし続けた結果です。自民党議員なら一回生でもこのツイートは大問題だと報じられて撤回謝罪させられるでしょう。しかし野党は役職がこの暴言をツイートしてもスルー。  野党を勝たせたいとの甘やかしがかえって野党議員の質を下げ支持を得られない原因になってるんですね。
13894,@night_3658 そうね！褒めあって欲しい〜！  雷とかは扱い大変だろうし！ 注意することも多そうだ、、
13900,@nyanko_vtuber ありがとうです～😊 彩さんとミカで配信をハイジャックです❗️
13901,@sariel1022 そういや職場の人がこれはもしかしたらバイオテロかもしてないと言ってました。あり得ないけどゾッとする…そうなると闇組織vs鳥インフルですね
13904,@tyattaa よーし！ ワィも30シーステ使って、ランキングを押し上げよう🤯 とはいえ、念願の雷劫が手に入ったのでサンドラドラ使おっかなぁ🙃
13906,@Satekaluf してたら車と正面衝突して死んだわ
13907,オリジナル系の絵をあげるアカウントを作りました。 凍結時の避難先としても使う予定です 私の絵がどんな方向性へ進んでいくのか観察するアカウントです チェンソー関連の絵は今のアカウントで投稿していく予定です  @ChainsawPunch
13908,@Honey_lcinig24 内出血ですか？
13915,@BdDpGxbCeusZ0sv @max_mi6 とんでもございません！ 中国にはまだまだ許せない動物虐殺があります
13924,@_furichan_ お疲れやから担架で ベッドまで運んであげたいンゴ  なんやかんや いつも頑張り過ぎとるよなw 今日もお疲れさま🥺🥺
13928,@kogurehiko ピザ屋の兄ちゃんは、店内で炎出しちゃった時点で立てこもり犯だと思う。
13931,@BETTY372c @evil_heart_z @_mmmr18 5ちゃんねるは、ひろゆき氏から米人ジム・ワトキンス氏に権利が渡っていると聞きました。その時2ちゃん→5ちゃんになったと。なので日本では取り締まれない？ジム・ワトキンスはその後、自然災害に会いまくったとも聞いています。
13934,@kashiwa273 わかる（ブレイヤ使い） 最初は強さ分からずに組み始めたら、実はガチジェネラルってことに後から気づいて、必要以上に警戒されたりする  自分がヘイト管理とか仕掛けどころのタイミングが下手くそってのもありますが…
13943,@tokushusagi とりあえず今日待ち合わせしょうか？日時は２月２日。時間は今日の２３時まで。場所は大阪府大阪市東成区中本２-３-１８マンション名レアレア緑橋３０番館。貴方一人でこの場所に１００万持って来い。この場所で俺が声掛けるから、それまで待っとけ。声掛けられたら持って来た１００万渡せ。警察官に
13947,@yk_f02 (雷落ちた…!?!?) ふじさわ先生こそ神！！！
13948,@AbeShinzo テロリスト殺人鬼である習近平の来日を中止にして下さい
13954,陥没乳首は興奮するとか言ってました！変態晒しまーす！ @__xxx_pink_oO https://t.co/od4Oyu1hMH
13956,@0223__panda 狙ったわけじゃないよ🤣 でもまさかのクリーンヒットで もうわたしの中のツボが 崩落したよね🤣🤣🤣❤️ もうたまんないwww
13957,@yoshihidesasaki @ryotakobayashi_ ヒデ様こんばんは！2日目お疲れ様でした❗️ ヒデ様もすごい努力されてていつも尊敬します😖💕 明日もう大千秋楽なんですね😿、 全員怪我や事故なくおわれますように；＿；
13959,@h_paopao アナログ人間だから、配信とかあんまりついていけてないけど💦  最近はいろんなこと諦めてるかなー その代わり我慢した先にはたまに爆発的にいいことがあると！わたしの持論ですがwwww
13960,@saratyan1212 割と石頭には自信ある！！！ だから爆弾はもう置かないでね、学校の日だと爆発処理で忙しくなって遅刻しちゃうわ
13961,@lovemazesoba @Neo78519097 @mami0223vegan 君のようなアンチヴーガンは全く持って弱いものいじめを行う事を正当化する自己中心的な「ゲスの極み」である。ヴィーガン（反肉食主義）（広義の解釈）は人間とさほど変わらない（反種差別）高い知能や感情を持つ動物を、大量に虐殺虐待する、無慈悲な人間の行為、に反対する愛情溢れる思想なのですね
13962,@teru0_00 trpgの話。疑わしき3人の中に銃を所持する人がいて、信用出来ず預かるが、別の人を容疑者として拘束したので銃を返却した。結局信用出来ず、銃所有者も拘束しようとしたが、素手vs銃では分が悪く負傷する。｢やっぱり銃は取り上げたままに...｣しかし、銃所有者は犯人ではないし大幅なタイムロスで死亡
13965,@drfrogger 完全に同意です。笑 MD系は完全に楽しむ為にいいですね✌️ テクノ好きはほぼほぼジャンキーですね(笑) それとは違ってただ、覚醒剤とかしてる人は怖いですね、、
13969,@makomelo 信じて下さい。ビタミンＣを一時間おきに2g経口摂取してください。体調不良の原因が菌やウイルスならビタミンＣは血液の中で高ランクの消毒薬､オキシドールに(ＶＣ､水､鉄､酸素が一緒になると)なって原因を殺します。原因が細胞の酸化(一般的)ならＶＣは抗酸化物質として自らを酸化させ排出します💊
13975,@matu8qJgvs5q2QM シノダ「わかった、ナチ！退避勧告！」  ナチ「はい」  シノダ「それと、撃つならこのエリアに当てないでくれ、ナチが衛星へ行く方法を探っていたら、ワープゲートと思しい反応を捉えた」  オレ「退避！撤退せよ！」
13977,@neweye66 ありがとうございます😢余計な一言に余計な一言で返してしまうと、バランスが崩れて余計に疲れるんですよね💦 懐に全く余裕がないからこその爆弾処理班的な言葉選びです😓
13983,@blaze440 地震は本当にこわいね ﾖｼﾖｼ(*´･д･)ﾉ(pωq｡)ﾟ+. 私自然災害の中で地震+津波が一番嫌だわ(´ ･_･ `)
13987,@bin_nonakada 事故には 気を付けてくださいませ😉ドライブたまに しますけど わたくしは 助手席が ええですな～ でも ドライブするときは 一人の方が 大音量で 大声で 歌えますから 一人が 良いですかね～☺
13994,@yamadasekijin ほほう・・・納豆が何がいけないのかね？(無益な騒乱の素)
13995,@n0fxxx 恐怖を煽る名前基本わおーん！ってしてるよね🐺 ホラー苦手なら本編はやめたほうがいいかもしれないっすね…アレンジバージョンはあれ完全に一昔前のニコニコだったからwww
13997,@sohokuda 生存者俺とすが
14000,新型コロナウイルス  どれぐらい警戒したらいいの？　感染症のスペシャリストに聞きました https://t.co/SDBw7PZVWl @nonbeepandaより
14001,@ryuzetsu_yp 文字だけの飯テロ
14006,@Aerocoffin 要は最近流行りの『顔がいい』とかのコメントあるじゃないですか。  あれを見て私は『傷ついた』だから『気を付けろ』って話らしいです。  被害者面もいいところです。  本当の被害者はその繊細ヤンキーではなく、訳の分からない嫉妬で炎上させられた『可愛い子』です。
14007,@godhandtool 何で？ 暴走して一条さんがアークルに発泡しないといけない残酷な運命が待ってるからかな？
14008,@2E3mAN5ldKJsAn3 出血、寝れないはキツイですよね😖 今ジエノゲスト飲んでるので副作用で良く寝れてるので薬終わったら漢方試してそれでもダメやったら先生に相談してみようかなって思ってます😅
14011,@namaniku_one 数日前あつあつのミルクティーで舌を無惨に火傷したばかりだったので、びくびくしながら食べました。ご飯の上に少しずつ具を避難させて冷ますっていうｗ お陰でなんとか今日は無事でした😋
14013,@kharaguchi ふーーん、だから、原発事故を隠蔽し避難を遅らせ影響の無いところまで風評被害をもたらしたんだね、八ッ場ダムはあんたらが中止したけれど、その後再開され、１９号の水害から関東地方を守った
14016,@paruina 中指薬指は捻挫だけどレントゲンでもわかんのかね？　一応そこも怪我してます  折れてるのは小指の根本 くの字に折れ曲がっちゃってるらしい https://t.co/upFQLViAH3
14017,@ZC33S732 まじ⁉️ もうそのディーラー爆破やな
14018,@uver2534 お疲れ様です！！ 今見たら入ってました 自作サイレンサー的なのが！笑笑
14024,@AAk_6m 出会う前の話なんだけどバイク乗ってたら後ろから激突されて首の骨折って半年入院してた(入院時はそこ住んでないから違う病院) そっちに越してからのリハビリ先としてそこに行っているそうな…
14029,@sukosuko_sukoya 耳、血まみれはこわい…
14030,@oarai_shimachan 麒麟飢饉危機基金
14032,@ri_hisho 聞こえるか！！こちら埼玉エリア！！！！負傷者多数！！！救護班を要請する！！！繰り返す！！！負傷者多数！！救護班を要請する！！！
14035,@yokoshima_ メイドインアビスMX4Dオフ会（阿鼻叫喚
14038,@kamipantsukamen ドラミちゃんの後ろに、ネズミがいたんですが、それをドラミちゃんが背中で押しつぶして、血まみれの図です。
14041,@tossy_Careeeer 他の世代から「生存者バイアス」とか「冷徹サイボーグ世代」とか言われやすいので、マネジメントとかなかなか気を遣いますね😂
14043,@7373mirionkun ( ･ㅂ･).｡oO（今日爆発かな）
14046,新型コロナウイルス震源地の武漢は命がけ..日本でまだ知られてないヤバイ理由とは.. https://t.co/e2mjK4XyBb @YouTubeさんから
14053,@luv_and うち自閉っこがいるから避難所は無理なので、１．５トンのトラックで脱出してキャンプ生活かな、と考えていたけれど、トラックではなく普通やをキャンピングカーにする選択肢もありかも。
14058,@krtm884 おぉぅ・・・引き返したんですね‼️ まじで大事故ですね
14059,@chopitarou はい…大事件が起こりました。全力で弁護していただきたいと存じます。
14061,@Z8jw7aYDWo5OTFH アドリブに弱いタイプですか？  いやー認知症持っている精神患者ほど嫌なタイプはいないと思ってます笑
14062,@bangbangbang_ih いや強い！！！絶対顔面の暴力で5人くらい殺せるよ！！！べっぴん！！
14065,@Gorilla_Island2 ミザリーを推します。 音でビックリ系ホラーではなく、コーダイさんが求めてるような恐怖を味わえる作品だと思います。
14069,@fosu0712 壁】ω・)&lt;本当死な安を地でやってる恐怖ェ
14079,米兵の負傷者64人に、イランによる在イラク基地攻撃 (AFPBB News) - LINE NEWS https://t.co/fTzJVRxe8h #linenews @news_line_meから
14083,@hainesnsn ❄️「殴るぞへっぽこカラス！」
14087,@pota_lineage @_beshia_ これは明度の問題なので色調補正すればどっちにでも転ぶやん（暗いとこでピンクの車は青や黒に見えるので夜中の事故現場の目撃証言が信用出来ない理由） でも最初の青と黒のローブを白と金って言う意味がわからんのよ もし殺人事件で色が重要だった場合に青と黒のローブの犯人を白と金って言う人が(ry
14089,@Elliy_ksak そうじゃ…笑笑 東の海にはこんな諺があるという…！『恋はいつでもハリケーン！』
14092,@mm72mh773 トルクレンチで怪我する人は君しかいないww
14105,@haakunmira 殴るぞお前
14106,@rainbow_m2g お隣の部屋が原因の家事でした😢 消防のおかげでギリギリ避難せずに済みましたが、うちの部屋まで焦げ臭い臭いが充満していて、ペット2匹の体調が心配です💦
14107,@siammac13 一度緊急走行してるのを見たことがあります😱
14114,@rock_myhair また怪我したんか、、、
14117,@Rinnka_cps こいつ大麻じゃなくてアスペだよな
14128,@kurubushipokori 全てわかりみが深すぎて天を仰ぐ… わ、ワンゼ戦は…一流コックの包丁さばき…😇あれは死にました…サンジはピンチからの畳み掛ける連続攻撃でスカッとしますよね。で、その後静かに一服(血まみれフラフラ骨ミシミシ)歩く性癖わかりすぎる…なんなのサンジって…意味がわからない…
14129,@mio_613 やりましょ∗︎˚(* ˃̤൬˂̤ *)˚∗︎ コンサタ切れる前に終わらせなぃと大惨事になるので必死ですょww
14133,@asukatsuko そうだよねえ… 向こうの人らからしたら、感染国のんてめちゃ迷惑やもんね… ありがとう、楽しめてるかはその時のインスタストーリーを要チェック！笑 大阪も感染者出ちゃったし、あっちゃんも気をつけて…！
14135,@sakura2531east めっちゃ分かる！w 車と正面衝突して屋上から落下しても立ち上がれるところがやっぱ生物兵器だなぁって感じ…
14142,@tokai_newsone @georgebeckjp @tokaitvannounce 新型肺炎のニュースについて  新型肺炎のニュースの中では、中国が報告している重傷者数の事を取り上げられる事が少ないようです。現在1000数百人の方々が重傷です。死亡する可能性が否定出来ない方々がこれだけいらっしゃる事は、はたしてどうとらえてられているのでしょうか？
14148,@01hum 情報が無いのでより気になりますね… 負傷者がいなければよいのですが
14164,@Taruto1125181 死なないようにしなくちゃｶﾀ:(ˊ◦ω◦ˋ):ｶﾀ ( ﾟдﾟ)ﾊｯ! たるとさんの後ろに退避しよーε≡≡\\( ˙꒳˙)/ｼｭﾀﾀﾀﾀ←
14170,10問中、4問正解です！にょにんじん卍マニア！｜にょにんじん卍のフォロワーしか解けない！ #にょにんじん卍クイズ #自分クイズ @Ranposucaeより  https://t.co/95Rb0hJ7zO これ全問正解したらストーカーじゃないの…
14171,@hamupotu コイツ僕のもん横取りしたああああ！！！価値の横領だああああ！！！
14179,@usushiou ハビマルやコマンは今回怪我しそうなんで、全然使ってない。 普通につなぎます。
14181,@SCPPierrot せや！これを食べれば腹一杯になるはずや！！ っ大タル爆弾G
14183,@20amon19 覚醒剤は意外と叩かれないですよねー。沢尻さんのなんて、マスコミはやっぱり美しかったです〜とか言ってるし。コメントの薄っぺらさに笑いました。 覚醒剤は自分自身の問題。 不倫は自分自身以外も巻き込んだ問題。 的な扱いをマスコミはしてる気がします。
14192,うわあああ(((( ；ﾟДﾟ))) 元記事より：唾液によって呼吸器や消化器系の細菌はもちろん、歯周病や虫歯、ヘルペス、インフルエンザなどの細菌感染を…  【動画】タイの鶏肉工場で骨を取り除く工程が衝撃的すぎると話題にｗｗｗｗｗｗ : オレ的ゲーム速報＠刃 https://t.co/Q3mVX9D7D9 @Jin115さんから
14193,@_tajimano_manma ありがとうございます〜！！！ わりとグイグイ絡みに行くのが詠義なので殺人鬼の詠義でも大丈夫でしょうか？？ ちなみにベータくんはどんな関係空いてますでしょうか！！
14197,@sora99683818 うん！楽しんで万引きしてこよーと 思いますw
14204,@CPC_321  「ぼくに性別はありませんよ。だんせーきは切り取られて久しいですし。」 「それなら女だろうって？」 「あなたは飢饉に備えてエネルギーを倹約していらっしゃるんですか？素晴らしい話ですね。」
14209,@belmond_b_2434 視力検査も兼ねて、新調しましょう！（๑⃙⃘ˊ꒳​ˋ๑⃙⃘）
14214,@yyr0910 確定もおっそいから後隙取られやすいわカットされやすいわ致命的
14215,@aiindigo2 はい、なっております。大統領のロペスオペラドールが今年に入ってからのグアナファト州の大量殺人事件発生に懸念を示し、州知事、イラプアト市長双方から対策に関する書簡を提出したとの報道があります。 住んでいる身としましては、実感はありませんが、は確かにここ最近報道が多いなと思う次第です
14216,沖縄でまだ報告ないけど〜  コロナ感染防止の為  デパートに行くのは控えよう〜っと  本当か嘘か分からないけど〜  中国人の方の動画見て  ビビってます。。  コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/Ugv2xEbtLL @YouTubeより
14217,@MIYA6211386 1、2とは違う面で良かったですよね！！わかります～～！もやもやした灼と炯の関係も修復して欲しいですし、なるべく死傷者も出て欲しくない…🤤
14222,@k_tsukai 暴走機関車助かる🙏
14225,@ahsBgEhHFmOoTo1 ありがとうございますっ～💕💕 これはハードなグロですっ！大好きですー！✨💕  ここまで血まみれなのははじめてです🎵✨ 大興奮っ！ありがとうございますっ💕
14232,@kiyo_tepu 血液検査も尿検査もレントゲンもやったから💦 肺炎かと思った…
14233,@04blueor 致命的すぎる。笑
14236,@seiten57577 個人的な順番では、カッパを着たくなる位の雨より嫌いです。その次は豪雨でしょうか？
14243,@homuhomiles 横浜線無差別大量殺人事件起こすしか無いな、
14245,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/b457a8YMeT @YouTubeさんから
14251,@BTS88336077 ぶっちゃけどこ行っても感染の可能性あるからこわいよね😭 都内がそもそもこわい！笑
14259,@Hima_723_wari 生存者1名発見しました
14262,@hiro_hirotti 今も普通に働かされてます… 負傷しても休日出勤ってほんまクソ会社です…
14264,@LoveRezista 帰りの飛行機墜落するわ絶対！
14267,@torichi01 @NoBorderG1 @HtEeFLocUHQMfFw お昼は400円弱、食べた回数だけ、天引きです（お小遣いには響きませんね笑）  あとは職場で集めたり積み立てるお金や、送別会歓迎会等宴会多いけど、お小遣いでやりくりして下さい、と言ってます。  警察官の男友達が小遣い七万円と言ってて、びっくりでした‼️
14272,@SatoMasahisa 帰国者は隔離、旅行者は観光… 矛盾だらけです。 国民の信託受けた政府は、人権より人道を優先してくださいますか、この期において大量殺人を行ってる、中国政府に忖度するのは日本の自殺行為です。 日本国民の多くは政府に観光客の受け入れを迅速に中止することを望んでおります。
14274,@ajajaj427_key 警察官が教官だからめっちゃ細かくて難しいらしいで！笑
14275,@GTX480_gtp バイオテロやめてください
14283,@soro_rinrin @makeinupachi やっぱ大事故だったのかあの2000枚は…
14285,@OhtsuShiho0213 ね💕  昨日の試合は、最後までディーノさんは納谷くんと組みたい？のかな？って流れだったので、結果に驚きつつも今後が楽しみになりました(*´ω`*) 毎試合阿鼻叫喚…(笑)
14292,@ABC_xyasux おぉこれまた良さそうなしんちゃんの映画！去年の新婚旅行ハリケーンも面白かったからこれも楽しみやね😆
14296,@KAWACHIROGO ですです難しい＞＜ パパりん曰く、大雨とか、大地震後の震度4だと災害が起こる可能性があるから、何でもない時の震度4と、そうじゃない時の区別をつけての放送は難しいし、しょうがないんじゃない？むしろ、大した事なかった事を喜ぼうって言われて、なるほどー＠＠って思いましたわー。
14297,@arimoto_kaori この様な発言よく出来ますね。望んで罹患したのでなく苦しんでいる多くの患者さんがいるのに❗️ 国会議員の方の発言として如何なものでしょうか‼️
14307,@timescalezero 私が住んでいるのは恩平区といって北の端にあるのですが、隣の京畿道にあるモールで、コロナウイルスの感染者が発生したというデマが流れたりもして・・・　人がたくさんいるところは、今は、ちょっと怖くていけません😖
14312,@katsuyatakasu 高須院長に反論して 注目されたい売名医師が沸いてきてますね。 院長の意見に賛同を信者とか言ったり・・ こういう人達は日本で本格感染したら 治療にあたらず金持って 感染のない国に避難するのでしょうね。
14313,@sbsb65536 ハリケーンミキサーもいいですねぇ。自分はCANDY☆POP☆SWEET☆HEARTが一番好きです。
14315,@katsuyatakasu 今回のたかす先生の行動は、間違ってないと思います。未知のウイルスに対しては、ものすごく警戒したほうがいいでしょう。結果的に大したことなかったら、それはそれでいいとして。 ・・・今回のことは大したことあると思いますので、手洗いで対応したほうがいいと思いますね。
14318,@yataku1919810 万引き？
14321,@totobg_0880 ストーカーかよこわーい(笑)(笑)(笑)
14326,@katsuyatakasu 拡大感染のプロですね(￣▽￣;)
14328,@TuCaoFakeNews 我认为是惩罚中国人。雪崩时没有一片雪花是无辜的。
14343,【フェミニズム読書会】Feminism in Our Mind あっという間の第５回目は　@Cristoforou 北村紗衣さんの「お砂糖とスパイスと爆発的な何か」 @kankanbou_e 出版 日時：3/14土　6〜8pm 場所：ドーンセンター（大阪・各線天満橋駅👟10分 定員：１０名 参加費：コピー代等300円程度 要事前申込 https://t.co/MUiDjUmybY
14351,@God_of_the_Bot 俺もまだ全然だから言える立場じゃないですけど、まずは抜かれないことを意識すればいいと思います！ フルパ生存できてればその分勝率も上がるんで！ 判断力はやっぱ場数踏まないと無理なんで、どの試合でも他のパターンを考えていきましょ あとはいろんな配信者を見るのをオススメします！
14352,@game365 あ、そっか。 令ジェネで負傷したレジスタンスが「イサムさん、すみません」って言ってたのがすっごく新鮮に聞こえたのは、誰も名前で読んでなかったからなんだ…！と、スッと腑に落ちました！
14360,@shinya_kane 近くの川もまだフレコンで仕切った仮施工状態です、河川がお近くならば時間ができた時に役場でどの道が水没したかなど知っておくと安心です！異常気象も異常じゃなくなる時代が来るなんて嫌ですが転ばぬ先の杖 個人でできる備蓄とか避難経路の確認はして損はないですよね(;'∀')
14368,@Iscariot_TL 戦闘時には多分カソックの下に防弾チョッキ着てる……
14373,@tom12002385 怪我人みたいじゃん…
14382,@nokingood @MoruMiNMrk2 結構難しそう　これは腕が疲れるやつだー  さすがモルミンさんダスモ3巨頭の1人！ 怪我ですこしブランクがあるのにそれでもこんなに難しい曲をクリアできるなんて凄いです！ 調子を取り戻せばもっともっとつよつよになるなんてダスモ3巨頭はやっぱりレベルが違うなぁ
14383,@peko_peko_mushi 7ヶ月おめでとうございます🎊私も四六時中離乳食のこと考えていて気が狂いそうです😭笑 私も完母で夜間授乳間隔開くこともありますが、1日不正出血があった以来来ていません😅お医者さんも卒乳してから来る人も多いからあまり気にしなくていいよって言ってたので楽だな〜くらいに思ってます笑
14385,@46Sh_iro セナの記憶を抹消するな？？？？
14393,@PiPi209346787 @tezheya 在中邦人の 保護が、優先だから。  入国を 止めると 邦人の 帰国も 止められてしまう。  日本人は、人質となり　死刑宣告！  政治取引の カードになり　習近平の 国賓としての 来日は、止められないよ。
14397,@omochi_ryo_yszw  おもちちゃん、フォロバしました！ ありがりょーですww 昨日のよったんの爆弾投下は最高のプレゼントだったね！！ これからも推しを応援しましょーヽ(*´з｀*)ﾉ 仲良くしてください(  ´͈ ᵕ `͈ )♡ ひとみちゃんでいいでーす！
14401,@move_alpahard36 あれ？ 悪化した？ 検査入院？
14402,@roby_guiene @arutemaderu ゲストで使ってみたら竜巻、いや、ハリケーンのごとく敵を殲滅していったよ。
14415,@tsururu_jp すごく勇気ある立派な行動だったと頭が下がります。 警察に届けたとしたら、きっと書類作成に際して「加害者」「目撃者」だけでなく「被害者」の証言も求められたのでは？ 就活中で一杯一杯だったであろう女子大生の事を思えば、彼女を追いかけて巻き込まなかった貴方の判断は正しかったと思います😊
14416,@McAZeeBlog @tkg_official @XJapanOfficial 目出度いね！ 私の元上司、ボクサーだったんだけど怪我で引退 ハーレー乗り回してブイブイなのに、オネエ言葉なの💗 お家も買っていつまでも🙆なのに、彼女に裏切られ(浮気ね💢) Heartbreak😔 それから、日本人の女性は嫌なんだって！ 幸せになって欲しい人の一人です
14420,@m3Rce8zyrqF1GDW でしょうかね（目そらし）  なお「疲労がポンと飛ぶ」と揶揄された本家本元は、医師の処方箋があれば、厳重な条件付きだが購入できる。  日本薬局方にも載っている現役の『医療用除倦覚醒剤』なのだ。
14424,@kwai_8964 @DavidWO28232487 或者咁講，咩法例都有，問題係會唔會用。緊急法我地凸首就喺籠底拎出嚟用。你有一條可以用，我又有另外一條可以用😆正如3條友就非法集結，差佬又真係拎出嚟用。 所以最緊要求夠人多夠壓力夠民意，先有bargaining power。當然要自願便是。大家爭氣。
14425,@ar_hoi 正確黎講係勒索。 我相信各國真心想幫大陸解決問題，又send專家去，又研究疫苗，講到底，呢舖搞唔掂，全世界都要suffer，人地係善意既，但大陸點對返人地又係另一回事。不過今次之後，各國應該會慎重考慮係咪仲要由得國民去做人質囉。
14435,@Assoluta2 フルマッチの時のお団子状態はヤバイです、衝突しか見えないw
14441,@meklemstaab この時期の通勤が特に辛くて、夜勤の帰りの積雪時の車の運転が地獄でした😨 何度も意識とは、無関係に脳がフリーズして前の車🚘に追突しそうになりました😱
14444,@texuru まぁわかる。 とりあえず斬風、雷斬、トライ、シャイニングにしてるけど、トライは割といらんのよなー。
14448,@shibachami 気温急上昇で、 なんとなく杉花粉を察知した気がしました💦 新宿のあんな大通りの近くにすり鉢状 ビックリします。陥没したみたいに(笑) 階段は嫌いなのに　こういった街歩きの時は 苦になりません。 割烹千葉さんは一見さんお断りらしいですよ、 建物も蔦だらけで廃墟かと思いました( ﾟДﾟ)
14451,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/aTKwXfChCO @YouTubeさんから
14455,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/9yyNHTHZtA @YouTubeさんから
14464,@_kani_0414 動じないちびっこ(爆発した✩.*˚)
14467,@Shosephshoester 警察に通報しないと…www
14472,@kiyoug0128 自然災害だけは いつ来るか分からないから 備えは必要ですね💦
14477,@kki_kki ダメ絶対  て事でもないwww 爆発していい時ある
14488,@sq_r18tales   どっかの誰かにとっつかまって顔がいいからとおかずにされたり後ろに突っ込まれたりするデンデン  アゼツ騒動のときに負傷して囚われて犯されて(＾ω＾)
14490,@suisei76 庄内って消防車1台しかいないからね。のこりは消防団で賄ってるけど、それでもだめなのか…（ちなみに、由布市は消防車4台しかない）
14493,@yukari_8FLAG 緊急地〇速報の音、流すしか( ﾟдﾟ)ﾊｯ!
14494,@itomabito バインダーが倒れそうなぐらいミッチリ詰まってるのに崩落してないの何でだろう、と思ってよく見たらワイヤーネットを結束バンドで止めてるんですね。いい案だ…（真似しちゃおう）
14495,@_8952579063782 さらには屋上に送り込んで崩落に巻き込まれた後もノータッチですからね。 作品の描写を素直に積み上げていく限り、分かり合えたという結論出すのは難しいと思います。 もちろん作品の解釈は自由なので、他人がそう感じたことを否定するつもりは一切ありませんが。
14497,@Timestopperciel マルス「……大量、殺人……」  何か、思い当たる節があるようだ…ハオのものとは関係は無いだろうが…
14499,@miyane_miyane きっと血まみれwww
14507,@yuyin47927651 @limtionghian @cs0312000 @huang_march 沒衝突阿，同一個政權是能被兩派立場相反的人控制的，被1949er控制時代表殖民者的利益，被本地人控制時代表台灣的利益，當第二種情況發生（殖民者在選舉中失敗）時殖民者就會聯合他們的祖國－新中國來打擊本土政權
14509,@kaipiro0306 自然災害少ないのはいいことですけどね…
14510,@KAZintiraymiADK @happy_junie @Sankei_news 神社に祀られているのが、歴代天皇(当時は神)とか天皇補佐した武将などもいるけど、「天皇や国に逆らい滅ぼされた者」やら「災厄(飢饉とか)」について「もう再発しないでね」ってのが結構多い訳です。
14514,@23kuooww おめ！！生存者側からしたら最高の愉悦よなぁ！
14521,@TOS 全日空61便ハイジャック事件
14523,@t_k_7_6 危うく正面衝突？
14529,@chi_24_12 飯テロのおかげでフォロワー400人いった爆笑
14533,@TandEm_withU 今年は去年と違う感じがしますから人気薄でも警戒しましょうw
14534,@yapool_ulbatt 改造ヤプールで腹筋崩壊したw
14541,@ekesete1 @Kaoru_9021 @smilesaki @sharenewsjapan1 大勢って何よ、東学党って何者よ。朝鮮半島や台湾で日本が虐殺しまくったって言う奴は、日本を貶めて喜んでる第三国人、支那人、朝鮮人しか存在しない。 我が天皇陛下はアメリカの原爆大虐殺により戦争終結を宣言した。当時すでに原爆を保有してたにもかかわらずだ。
14556,@see_voices @shin19infinity @sugawitter 絶対、こういうアホが、こういう事言ってるだろうなぁと思ったら案の定だ。 なにが大量殺人未遂だよ。
14567,@mizuki0226 怪我気をつけるよー！！ありがとうね
14572,例の手配はこれか？→ 東京・葛飾でアポ電強盗か　偽札捜査かたる、ナイフの男が逃走 https://t.co/sL69yBj5a6 @Sankei_newsから
14575,@23Mrd そうですね。 ちょっとお店の方にも聞いてみようかと思います。  かくや不動産、ほうなんペットクリニックの前なので、お店の中とかにあったりしないかな、、、と。  目撃者探しの貼紙とか相談してみようかと。。。 取り敢えず、診察終わってから行ってみます。  ありがとうございます！
14580,@bullet_of_flash 夜中にこれやってしまったせいで軽い飯テロになってもたw
14588,ちょ  借金返済に追われてる人これ見て！ @emichann1b  債務を抹消する方法を無料で教えてくれますよ！  ♥♥  ☑返済プラン有り ☑延滞 ✌完済
14589,@sousakuTL 久々にK学園事件簿見直してたらかなりの頻度でメダカぎ死んだり増えたりしててニッコリした
14590,@numa69numa 自然災害ですからね…  その地域では中々遠くの大きい病院行けない人にとって、MRI持ってるその個人病院は生命線だったので…
14594,@1996_1122jihoon それな 歩く殺人鬼(いい意味でね？)
14595,@pon_GF12 我慢しすぎると 爆発しちゃうので こうしたいんだ。ってのを 伝えて 実行していけば 大丈夫かなぁ？ 相手が 自由過ぎて 私が我慢しすぎて出てきちゃったからw
14599,@mzmt13612thp もともとは、「野生動物が感染源で、ペットの動物も野生動物に接触すれば感染の可能性がある」という話がねじ曲がったということらしいのですが、 それにしても短絡的すぎて…… 理解はできないと思います、文化文明が違うので。
14600,@hiro71107110 なるほど……死傷者がいないといいね💦
14604,@caresoku 理系なのでエビデンスという言葉に弱いです🥰  気になったので詳しく拝見した所 インナー5本指 かかとハニカムクッション 横アーチサポート の3つの機能で足のトラブルを緩和して下さるんですね👏  実際に試してみて良かったら足の弱い患者さんにもお勧めしてあげたいと思いました😊
14606,@__htmr1 玄関開けたらボールが飛んできました笑笑 そうなんですよね… でも一生懸命遊んでその子たちに怪我さえしなければいいので、まあいいや、、と（＾ω＾）笑  保護者の方が居るのはラッキーでしたけど、保護者の人から注意して欲しいですね😩
14618,@qlbz5 うわーんただいまです😭❕ もう顔面土砂崩れです大号泣ですありがとうございます😭❕❕
14622,以下のキャンペーンに賛同をお願いします！「四国電力株式会社　代表取締役　長井啓介殿: 四国電力は、南海トラフ巨大地震警戒情報が出ても伊方原発を動かし続けるという方針を撤回して下さい。」 https://t.co/KjvhD3b4MC @change_jpより
